DIN,Director_Name,CIN,Company_Name,Designation,Date_of_Appointment,Date_of_Cessation,Nationality,Gender,Synthetic_Ring_ID
9921592,Vikram Reddy,U41001DL2018PTC100923,Elite Realty Private Limited,Director,05/04/2018,,Indian,Male,
9311406,Vikram Mishra,U10610PB2007PLC100694,Falcon Industries Limited,Director,19/07/2007,,Indian,Male,
9947526,Vishal Agarwal,U46310WB2025PTC100199,Trident Ventures Private Limited,Director,15/03/2025,,Indian,Male,
8712193,Manoj Kapoor,U10610HR2012PTC100894,National Distributors Private Limited,Director,06/10/2012,,Indian,Male,
8112398,Sanjay Patel,U46310PB2007PTC100957,Prime Technologies Private Limited,Managing Director,16/05/2007,,Indian,Male,
8972932,Rajesh Reddy,U47190MH2020PTC100806,Vaibhav Technologies Private Limited,Director,03/03/2020,,Indian,Male,
8164846,Deepak Singh,U10610KA2016PTC100636,Vaibhav Finance Private Limited,Director,28/09/2016,,Indian,Male,
9912627,Sanjay Agarwal,U41001TG2013PLC100986,Radiant Overseas Limited,Additional Director,24/05/2013,,Indian,Male,
8474464,Radha Agarwal,U62011MH2022PTC100144,Trident Overseas Private Limited,Director,15/09/2022,,Indian,Female,
8793637,Nitin Tiwari,U10610PB2019PLC100314,Zenith Systems Limited,Director,17/01/2020,,Indian,Male,
9458306,Rohit Mehta,U46310HR2009PLC100795,Royal Pharma Limited,Director,07/02/2009,,Indian,Male,
9205475,Anil Singh,U46310KA2020PTC100436,Platinum Pharma Private Limited,Additional Director,15/04/2020,,Indian,Male,
8082738,Harish Yadav,U14101UP2015PTC100438,Vinayak Systems Private Limited,Director,06/06/2015,,Indian,Male,
9041370,Kunal Arora,U70200RJ2005PTC100676,Trident Constructions Private Limited,Director,18/05/2005,,Indian,Male,
9094266,Yogesh Nair,U41001MH2005PLC100567,Vaibhav Logistics Limited,Director,05/09/2005,,Indian,Male,
9725692,Gaurav Malhotra,U10610PB2010PTC100759,Silver Impex Private Limited,Director,20/02/2010,,Indian,Male,
9786326,Ravi Desai,U41001PB2007PTC100596,Emerald Ventures Private Limited,Director,02/10/2007,,Indian,Male,
9132320,Naresh Saxena,U46310MH2021PTC100278,Krishna Constructions Private Limited,Director,29/04/2021,,Indian,Male,
8264631,Sanjay Khanna,U68100RJ2026PTC100145,Skyline Constructions Private Limited,Director,24/02/2026,,Indian,Male,
9491218,Naresh Gupta,U62011TG2018PTC100527,Continental Impex Private Limited,Director,15/04/2018,,Indian,Male,
9581741,Naresh Iyer,U68100TG2022PLC100032,Vikram Services Limited,Nominee Director,22/10/2022,,Indian,Male,RING-05
9256077,Amit Patel,U46900RJ2019PTC100012,Vantage Overseas Private Limited,Director,21/10/2019,,Indian,Male,RING-02
8987847,Ashok Iyer,U63990UP2023PTC100811,Om Commodities Private Limited,Director,03/02/2023,,Indian,Male,
8692747,Lata Mishra,U63990PB2021PLC100217,Orion Industries Limited,Additional Director,12/01/2022,,Indian,Female,
8022517,Manoj Mishra,U47190HR2017PLC100303,Radiant Logistics Limited,Director,30/05/2017,,Indian,Male,
9381710,Alok Tiwari,U14101UP2024PTC100023,Pioneer Industries Private Limited,Whole-time Director,28/07/2024,,Indian,Male,RING-04
9948565,Aparna Mishra,U41001KA2017PTC100266,Ganesh Trading Private Limited,Managing Director,01/12/2017,,Indian,Female,
9328201,Ravi Shah,U14101UP2009PLC100118,Metro Developers Limited,Managing Director,16/02/2009,,Indian,Male,
8067232,Seema Dubey,U64990UP2013PTC100300,Vardhan Overseas Private Limited,Managing Director,01/09/2013,,Indian,Female,
8713829,Sanjay Bhatia,U45201TN2010PTC100677,Prime Developers Private Limited,Whole-time Director,16/10/2010,,Indian,Male,
9061860,Dinesh Mishra,U64990TN2021PLC100260,Everest Industries Limited,Whole-time Director,31/01/2022,,Indian,Male,
9238352,Amit Kumar,U64990PB2019PTC100004,Horizon Realty Private Limited,Director,02/03/2019,,Indian,Male,RING-01
9695575,Vivek Goyal,U46310WB2010PTC100545,Trident Investments Private Limited,Managing Director,27/12/2010,,Indian,Male,
8196484,Sachin Nair,U14101UP2019PTC100337,Elite Investments Private Limited,Nominee Director,28/01/2019,,Indian,Male,
9245676,Anita Bhatia,U41001UP2021PLC100447,Horizon Merchants Limited,Independent Director,12/03/2021,,Indian,Female,
9034652,Divya Iyer,U82990RJ2015PTC100133,Krishna Chemicals Private Limited,Director,12/07/2015,,Indian,Female,
9400610,Shobha Jain,U62011RJ2022PTC100020,Superior Realty Private Limited,Director,18/12/2022,,Indian,Female,RING-03
9614104,Vinod Gupta,U64990MH2008PTC100836,Apex Retail Private Limited,Director,11/03/2008,,Indian,Male,
8511140,Ashok Desai,U47190MH2018PLC100043,Apex Merchants Limited,Nominee Director,08/01/2019,,Indian,Male,RING-06
8749591,Arun Reddy,U62011KA2005PTC100138,Vishwa Services Private Limited,Additional Director,13/07/2005,,Indian,Male,
8807196,Harish Agarwal,U70200TG2022PLC100461,Everest Technologies Limited,Whole-time Director,28/05/2022,,Indian,Male,
9245130,Alok Dubey,U82990MH2021PTC100093,Lakshmi Commodities Private Limited,Nominee Director,24/09/2021,,Indian,Male,RING-14
8362086,Vandana Kumar,U46900RJ2023PTC100084,Capital Foods Private Limited,Whole-time Director,25/08/2023,,Indian,Female,RING-13
9488771,Kunal Iyer,U46310UP2005PTC100488,Vaibhav Constructions Private Limited,Director,17/08/2005,,Indian,Male,
9603792,Mukesh Kumar,U70200GJ2010PTC100862,Shree Consultancy Private Limited,Whole-time Director,10/06/2010,,Indian,Male,
9124792,Manish Sharma,U70200MH2026PLC100983,Suvidha Logistics Limited,Director,24/06/2026,,Indian,Male,
9271968,Rakesh Kapoor,U52290KA2006PTC100333,Horizon Foods Private Limited,Additional Director,04/07/2006,,Indian,Male,
8328664,Vivek Khanna,U74999GJ2014PTC100468,Falcon Overseas Private Limited,Whole-time Director,15/04/2014,,Indian,Male,
9783460,Rajesh Agarwal,U62011UP2016PTC100752,Skyline Logistics Private Limited,Director,30/10/2016,,Indian,Male,
9125446,Arun Mehta,U70200UP2016PTC100623,Trident Traders Private Limited,Director,13/07/2016,,Indian,Male,
8799075,Radha Desai,U63990UP2008PTC100893,Prime Ventures Private Limited,Director,12/02/2008,,Indian,Female,
8061828,Yogesh Nair,U68100MH2019PTC100137,Sai Industries Private Limited,Director,15/07/2019,,Indian,Male,
9250157,Ritu Arora,U41001KA2011PTC100216,Orion Pharma Private Limited,Whole-time Director,11/02/2011,,Indian,Female,
9245130,Alok Dubey,U52290MH2021PTC100091,Lakshmi Distributors Private Limited,Nominee Director,05/10/2021,,Indian,Male,RING-14
9097003,Satish Agarwal,U41001GJ2021PTC100269,Vinayak Realty Private Limited,Managing Director,21/02/2021,,Indian,Male,
9379786,Girish Jain,U70200GJ2012PLC100851,Apex Overseas Limited,Director,27/01/2012,,Indian,Male,
9769661,Ramesh Kumar,U41001HR2007PTC100610,Nova Retail Private Limited,Managing Director,11/01/2007,,Indian,Male,
8287771,Dinesh Chauhan,U82990KA2013PTC100221,Falcon Chemicals Private Limited,Managing Director,30/01/2013,,Indian,Male,
9733165,Ishaan Agarwal,U64990GJ2023PTC100852,Vinayak Commodities Private Limited,Additional Director,26/07/2023,,Indian,Male,
8419982,Mahesh Patel,U82990GJ2025PTC100250,Emerald Infra Private Limited,Additional Director,11/02/2025,,Indian,Male,
8780906,Bharat Khanna,U46900DL2018PTC100672,Golden Overseas Private Limited,Director,02/10/2018,,Indian,Male,
8372507,Girish Mishra,U46310GJ2026PTC100609,Shree Retail Private Limited,Nominee Director,16/03/2026,,Indian,Male,
9869478,Rakesh Shah,U47190WB2013PTC100458,Om Constructions Private Limited,Nominee Director,17/05/2013,,Indian,Male,
8929843,Dinesh Trivedi,U70200PB2024PTC100729,Vishwa Chemicals Private Limited,Independent Director,23/10/2024,,Indian,Male,
8975150,Sunil Pandey,U10610UP2024PTC100025,Pioneer Finance Private Limited,Director,12/08/2024,,Indian,Male,RING-04
9832393,Bharat Sharma,U46310WB2022PTC100998,Skyline Solutions Private Limited,Whole-time Director,04/11/2022,,Indian,Male,
9626747,Manish Arora,U70200MH2018PTC100038,Apex Consultancy Private Limited,Director,17/12/2018,,Indian,Male,RING-06
8231613,Praveen Kapoor,U46310MH2021PTC100278,Krishna Constructions Private Limited,Whole-time Director,25/05/2021,,Indian,Male,
9966473,Sunil Khanna,U46900HR2019PTC100616,Vishal Developers Private Limited,Independent Director,25/06/2019,,Indian,Male,
8839374,Kiran Jain,U46900TG2016PTC100902,National Services Private Limited,Whole-time Director,07/07/2016,,Indian,Female,
8444193,Sarita Patel,U74999TN2023PTC100109,Anmol Consultancy Private Limited,Director,30/05/2023,,Indian,Female,RING-16
8729680,Rekha Dubey,U70200KA2011PTC100618,Aastha Infra Private Limited,Managing Director,25/07/2011,,Indian,Female,
8064719,Meena Goyal,U68100TN2013PTC100142,Global Distributors Private Limited,Director,12/10/2013,,Indian,Female,
8085101,Mahesh Shah,U62011HR2018PTC100626,Orion Merchants Private Limited,Director,21/12/2018,,Indian,Male,
8217383,Ajay Jain,U41001PB2007PTC100596,Emerald Ventures Private Limited,Additional Director,29/08/2007,,Indian,Male,
8633545,Rohit Agarwal,U70200HR2024PTC100650,Rudra Traders Private Limited,Whole-time Director,24/05/2024,,Indian,Male,
8406488,Naresh Desai,U46310PB2018PTC100356,Ashirwad Developers Private Limited,Nominee Director,19/12/2018,,Indian,Male,
8172691,Seema Sharma,U41001MH2005PTC100515,Om Trading Private Limited,Director,01/11/2005,,Indian,Female,
8207526,Nitin Mishra,U46900TG2010PTC100773,Metro Traders Private Limited,Nominee Director,04/07/2010,,Indian,Male,
9626747,Manish Arora,U62011MH2019PTC100045,Apex Chemicals Private Limited,Managing Director,20/12/2018,,Indian,Male,RING-06
9400610,Shobha Jain,U70200RJ2022PTC100018,Superior Impex Private Limited,Director,07/01/2023,,Indian,Female,RING-03
9307069,Sanjay Tiwari,U52290MH2025PTC100051,Anmol Constructions Private Limited,Additional Director,10/06/2025,,Indian,Male,RING-07
8362086,Vandana Kumar,U74999RJ2023PTC100080,Capital Services Private Limited,Additional Director,01/08/2023,,Indian,Female,RING-13
9282781,Payal Sharma,U82990RJ2022PTC100022,Superior Foods Private Limited,Whole-time Director,15/12/2022,,Indian,Female,RING-03
8071390,Sanjay Agarwal,U74999KA2009PTC100226,Meridian Foods Private Limited,Director,20/01/2009,,Indian,Male,
9996320,Anil Gupta,U64990TG2022PTC100029,Vikram Merchants Private Limited,Additional Director,21/10/2022,,Indian,Male,RING-05
8388738,Bharat Shah,U63990TN2018PLC100630,Infinity Chemicals Limited,Director,28/05/2018,,Indian,Male,
9690206,Vivek Chopra,U63990MH2022PTC100875,Royal Investments Private Limited,Managing Director,22/07/2022,,Indian,Male,
9786947,Deepa Jain,U63990TG2005PTC100691,Radiant Impex Private Limited,Nominee Director,11/08/2005,,Indian,Female,
9726600,Vinod Joshi,U62011RJ2008PTC100608,Rudra Developers Private Limited,Director,10/03/2008,,Indian,Male,
9655128,Gaurav Singh,U46310RJ2021PTC100073,Elite Infra Private Limited,Whole-time Director,07/12/2021,,Indian,Male,RING-11
9724734,Praveen Jain,U41001HR2024PTC100056,Infinity Realty Private Limited,Whole-time Director,14/02/2024,,Indian,Male,RING-08
8107959,Gaurav Verma,U46310MH2025PTC100379,Bharat Ventures Private Limited,Director,30/07/2025,,Indian,Male,
9154473,Girish Yadav,U47190KA2013PTC100334,Suvidha Textiles Private Limited,Additional Director,14/09/2013,,Indian,Male,
8953755,Ravi Desai,U52290HR2024PLC100054,Infinity Exports Limited,Director,29/02/2024,,Indian,Male,RING-08
9581741,Naresh Iyer,U68100TG2022PTC100034,Vikram Retail Private Limited,Managing Director,24/10/2022,,Indian,Male,RING-05
9490824,Dinesh Desai,U68100DL2023PTC100838,Rudra Infra Private Limited,Director,01/02/2024,,Indian,Male,
8225676,Vikram Tiwari,U46310GJ2014PTC100871,Shakti Enterprises Private Limited,Director,26/08/2014,,Indian,Male,
8442198,Nitin Agarwal,U52290TN2022PTC100224,Vaibhav Realty Private Limited,Whole-time Director,05/01/2023,,Indian,Male,
8874771,Mahesh Agarwal,U41001TG2019PTC100433,Silver Overseas Private Limited,Independent Director,19/11/2019,,Indian,Male,
9389505,Priya Patel,U74999GJ2025PTC100634,Orion Industries Private Limited,Additional Director,12/01/2026,,Indian,Female,
9493221,Harish Joshi,U46900TG2015PTC100417,Vardhan Solutions Private Limited,Nominee Director,04/04/2015,,Indian,Male,
8368458,Harish Chopra,U45201KA2023PLC100066,Sunrise Distributors Limited,Whole-time Director,03/09/2023,,Indian,Male,RING-10
9486335,Kunal Verma,U64990MH2021PTC100097,Lakshmi Agro Private Limited,Managing Director,14/09/2021,,Indian,Male,RING-14
9403654,Gaurav Khanna,U52290TG2018PTC100566,Om Foods Private Limited,Director,10/02/2018,,Indian,Male,
8425232,Aparna Yadav,U68100MH2009PTC100182,Bharat Industries Private Limited,Whole-time Director,02/02/2009,,Indian,Female,
9969900,Bharat Gupta,U52290HR2010PLC100747,Vardhan Consultancy Limited,Managing Director,21/09/2010,,Indian,Male,
8685506,Naresh Verma,U14101PB2014PLC100361,Royal Developers Limited,Independent Director,09/08/2014,,Indian,Male,
8864742,Manoj Goyal,U46310TN2024PLC100578,Sai Textiles Limited,Director,23/12/2024,,Indian,Male,
8952333,Kunal Chopra,U74999WB2016PTC100674,Global Chemicals Private Limited,Whole-time Director,24/05/2016,,Indian,Male,
8248410,Dinesh Chopra,U10610MH2019PTC100040,Apex Commodities Private Limited,Director,24/01/2019,,Indian,Male,RING-06
8881072,Kunal Rao,U64990UP2018PTC100646,Lakshmi Developers Private Limited,Independent Director,17/08/2018,,Indian,Male,
9601061,Madhuri Gupta,U64990UP2014PTC100338,Metro Industries Private Limited,Independent Director,26/07/2014,,Indian,Female,
9332957,Kunal Kumar,U64990MH2026PTC100309,Royal Overseas Private Limited,Managing Director,02/06/2026,,Indian,Male,
8950022,Pradeep Shah,U70200KA2014PTC100786,Ashirwad Logistics Private Limited,Managing Director,10/08/2014,,Indian,Male,
9334920,Nitin Iyer,U46900MH2016PTC100727,Everest Systems Private Limited,Whole-time Director,15/02/2016,,Indian,Male,
8248410,Dinesh Chopra,U63990MH2019PTC100042,Apex Infra Private Limited,Director,16/01/2019,,Indian,Male,RING-06
9235323,Madhuri Jain,U14101RJ2015PTC100177,Vantage Systems Private Limited,Whole-time Director,19/11/2015,,Indian,Female,
9750935,Amit Agarwal,U82990TG2022PTC100031,Vikram Solutions Private Limited,Director,26/10/2022,,Indian,Male,RING-05
9032274,Rakesh Dubey,U52290MH2015PTC100239,Royal Pharma Private Limited,Director,07/01/2016,,Indian,Male,
8020712,Neha Trivedi,U82990TN2011PTC100668,Universal Logistics Private Limited,Director,25/07/2011,,Indian,Female,
8508146,Sachin Kumar,U82990WB2019PTC100700,Continental Developers Private Limited,Whole-time Director,03/02/2020,,Indian,Male,
8762912,Sandeep Saxena,U82990MH2017PTC100524,Vishwa Foods Private Limited,Independent Director,23/01/2017,,Indian,Male,
9062667,Radha Mishra,U47190RJ2026PTC100387,Capital Logistics Private Limited,Whole-time Director,22/03/2026,,Indian,Female,
8224861,Rakesh Joshi,U10610MH2012PTC100564,Metro Solutions Private Limited,Director,22/07/2012,,Indian,Male,
8116186,Gaurav Goyal,U74999TN2015PTC100928,Infinity Logistics Private Limited,Director,20/07/2015,,Indian,Male,
8696493,Rekha Malhotra,U47190MH2006PTC100916,Rudra Finance Private Limited,Nominee Director,29/04/2006,,Indian,Female,
9933500,Manoj Bansal,U62011WB2019PTC100901,Royal Systems Private Limited,Director,28/06/2019,,Indian,Male,
9795691,Ramesh Mehta,U41001WB2022PLC100319,Vishal Enterprises Limited,Whole-time Director,26/06/2022,,Indian,Male,
8916341,Rakesh Bansal,U62011PB2025PTC100420,Vishal Traders Private Limited,Director,15/08/2025,,Indian,Male,
9956903,Naresh Sharma,U47190MH2011PTC100156,Vantage Distributors Private Limited,Managing Director,27/06/2011,,Indian,Male,
9486335,Kunal Verma,U64990MH2021PTC100092,Lakshmi Retail Private Limited,Whole-time Director,07/10/2021,,Indian,Male,RING-14
9924694,Seema Iyer,U52290HR2024PTC100850,Emerald Finance Private Limited,Nominee Director,22/06/2024,,Indian,Female,
9447643,Vinod Joshi,U10610GJ2020PTC100104,Anmol Distributors Private Limited,Managing Director,27/01/2021,,Indian,Male,RING-15
9589147,Ajay Joshi,U14101UP2024PTC100565,Zenith Overseas Private Limited,Additional Director,25/06/2024,,Indian,Male,
9195412,Madhuri Dubey,U10610TG2022PTC100660,Everest Traders Private Limited,Whole-time Director,12/03/2022,,Indian,Female,
9914341,Arun Chauhan,U62011MH2025PTC100047,Anmol Enterprises Private Limited,Additional Director,11/06/2025,,Indian,Male,RING-07
8643098,Mahesh Mehta,U82990DL2010PTC100178,Emerald Investments Private Limited,Additional Director,06/12/2010,,Indian,Male,
9598562,Ramesh Chauhan,U47190WB2008PTC100281,Vardhan Agro Private Limited,Whole-time Director,01/08/2008,,Indian,Male,
8340791,Ishaan Saxena,U64990MH2021PTC100097,Lakshmi Agro Private Limited,Director,09/10/2021,,Indian,Male,RING-14
8871756,Sarita Goyal,U70200DL2018PTC100820,Vishal Pharma Private Limited,Director,08/07/2018,,Indian,Female,
8887599,Meena Kapoor,U41001GJ2020PTC100999,Vishal Realty Private Limited,Managing Director,20/12/2020,,Indian,Female,
9626747,Manish Arora,U68100MH2018PTC100039,Apex Merchants Private Limited,Director,06/01/2019,,Indian,Male,RING-06
9073677,Arun Rao,U14101MH2005PLC100686,Platinum Textiles Limited,Additional Director,24/06/2005,,Indian,Male,
9256077,Amit Patel,U64990RJ2019PTC100015,Vantage Solutions Private Limited,Managing Director,10/10/2019,,Indian,Male,RING-02
8888673,Usha Arora,U46310PB2014PTC100826,Prime Systems Private Limited,Director,29/05/2014,,Indian,Female,
9669510,Anita Dubey,U82990TN2024PTC100915,Vardhan Realty Private Limited,Additional Director,06/12/2024,,Indian,Female,
9733165,Ishaan Agarwal,U68100MH2009PTC100182,Bharat Industries Private Limited,Additional Director,04/01/2009,,Indian,Male,
8453912,Shalini Mehta,U14101TN2009PTC100627,Diamond Logistics Private Limited,Managing Director,21/07/2009,,Indian,Female,
9831959,Rohit Yadav,U64990KA2014PLC100299,Emerald Systems Limited,Managing Director,05/06/2014,,Indian,Male,
8728375,Aparna Jain,U63990KA2018PTC100705,Everest Realty Private Limited,Director,16/04/2018,,Indian,Female,
9988276,Payal Trivedi,U41001TG2008PTC100858,Radiant Realty Private Limited,Nominee Director,20/07/2008,,Indian,Female,
8458517,Bharat Verma,U46310PB2019PTC100001,Horizon Constructions Private Limited,Director,07/04/2019,,Indian,Male,RING-01
8813554,Vishal Singh,U47190HR2016PTC100772,Platinum Distributors Private Limited,Director,23/02/2016,,Indian,Male,
8871756,Sarita Goyal,U70200GJ2011PTC100470,Trident Foods Private Limited,Additional Director,12/07/2011,,Indian,Female,
8048250,Payal Jain,U63990HR2024PTC100473,Bharat Pharma Private Limited,Additional Director,10/04/2024,,Indian,Female,
8644609,Rohit Yadav,U63990WB2005PTC100681,Vishal Solutions Private Limited,Director,25/07/2005,,Indian,Male,
9750935,Amit Agarwal,U68100TG2022PTC100034,Vikram Retail Private Limited,Director,24/10/2022,,Indian,Male,RING-05
8901722,Rohit Bhatia,U47190PB2006PTC100633,Suvidha Traders Private Limited,Whole-time Director,15/03/2006,,Indian,Male,
8199806,Ishaan Agarwal,U46900MH2016PTC100727,Everest Systems Private Limited,Director,22/02/2016,,Indian,Male,
9669665,Sandeep Patel,U41001PB2015PTC100282,Platinum Systems Private Limited,Independent Director,30/01/2015,,Indian,Male,
